company-externalId,company-name,company-phone,company-website,company-locationAddress,company-locationCity,company-locationState,company-locationZipCode,company-locationCountry,company-locationName,company-document,company-owners,company-note
46890,Tree London,02079316200,,"4th floor, holborn gate, 26 southampton buildings",London,,wc2a 1ah,,London,,,"Status: Active
Last Contacted: 2016-05-20
By: Adam Oliver
Last Perm Job: 2016-04-28
Managed By: Adam Oliver
Contract: Eric Thwaite
"
47159,Virgin Holidays,08445573963,,"The Galleria, Station Road, Crawley",West Sussex,,RH10 1WW,GB,"West Sussex, UNITED KINGDOM","57278.html,57279.doc,57280.DOC,57281.DOC,57282.doc,111412780.rtf",,"Status: Incomplete
Last Contacted: 2015-04-15
By: Marcin  Hordyniec
Last Perm Job: 2012-01-25
Managed By: Sam King
Contract: Eric Thwaite
"
47184,"JP Morgan, Zurich",+41 44 206 8111,,Dreikönigstr. 21,Zurich,,8002,CH,"Zurich, SWITZERLAND","57395.html,57396.doc,57397.DOC,57398.DOC,57399.doc,2296404.rtf",,"Status: Incomplete
Contract: Stephen Hellier
"
47374,Huawei,01256 865 300,,"Viables 3, Jays Close",Basingstoke ,,RG22 4BS,GB,"Basingstoke , UNITED KINGDOM","58346.html,58347.doc,58348.DOC,58349.DOC,58350.doc",,"Status: Incomplete
Last Contacted: 2008-11-12
By: Stephen Hellier
Contract: Stephen Hellier
"
47759,FTI Consulting,02030770500,http://www.fticonsulting.com/en_us/Pages/default.a,26 Southampton Buildings,London,,WC2A 1PB,,London,,,"Status: Active
Last Contacted: 2015-03-12
By: Lawrence Donnelly
Contract: Eric Thwaite
"
47929,Serendipity 2,01926 887555 ,www.serendipity2.com,"Holly House, 74 Upper Holly Walk",Leamington Spa,,CV32 4JL,,Leamington Spa,,,"Status: Incomplete
Last Contacted: 2008-06-30
By: Sam King
Last Perm Job: 2008-06-30
Managed By: Sam King
Contract: Adam Oliver
"
48419,Comet AG,+41 31 744 9000,,Herrengasse 10,Flamatt,,3175 ,CH,"Flamatt, SWITZERLAND","59915.html,59916.doc,59917.doc",,"Status: Incomplete
Last Contacted: 2013-02-15
By: Christine Horak
Contract: Stephen Hellier
"
48428,Japan Tobacco International,0041227 030 111,www.jti.com,Rue de La Gabelle 1,Geneva ,,1227,CH,"Geneva , Switzerland",,,"Status: Incomplete
Last Contacted: 2015-07-17
By: Carl Ashdown
Contract: Stephen Hellier
"
48502,Avaloq Evolution AG,+41 58 316 1010,,Allmendstrasse 140,Zurich,,8027,CH,"Zurich, SWITZERLAND",1594639.rtf,,"Status: Active
Last Contacted: 2012-12-14
By: Christine Horak
Contract: Stephen Hellier
"
48508,Orange,087037688 88(3),,37 Northwharf Road,London,,W12 AG,,London,,,"Status: Incomplete
Last Contacted: 2014-05-08
By: William Rees
Last Perm Job: 2012-03-01
Managed By: Jerome Marks
Contract: Eric Thwaite
"
48875,Royal Sun Alliance,01403 232 323,www.rsa.com,"St Marks Court, Chart Way",Horsham,Surrey ,RH12 1XL,,"Horsham, Surrey ",330676.rtf,,"Status: Active
Last Contacted: 2015-03-02
By: Simran Jutley
Last Perm Job: 2013-06-06
Managed By: Jonathan Boyes
Last Contract Job: 2009-07-21
Managed By: Eric Thwaite
Contract: Eric Thwaite
"
49157,Process Systems Enterprise,0208 563 0888,,"Bridge Studios, 107A Hammersmith Road",London,,W6 9DA,,London,,,"Status: Incomplete
Contract: Eric Thwaite
"
49808,T-Mobile,01707 315 000,,"Hatfield Business Park, Hatfield",Hertfordshire,,AL10 9BW,GB,"Hertfordshire, UNITED KINGDOM",,,"Status: Incomplete
Last Contacted: 2008-12-08
By: Eric Thwaite
Contract: Eric Thwaite
"
49962,GE Money,01132 202 301,,"Capital House, Bruntcliffe Way, Morley",Leeds,,LS270 JG,,Leeds,,,"Status: Incomplete
Last Contacted: 2010-12-16
By: Jessica Miles
Last Perm Job: 2010-12-16
Managed By: Jessica Miles
Contract: Eric Thwaite
"
49992,Cap Gemini,02077350800,,76 Wardour Street,London,,,,London,722003.rtf,,"Status: Active
Contract: Eric Thwaite
"
56500,Philip Morris SA,+41 21 618 4184,,PO Box 1171,Lausanne,,1001,CH,"Lausanne, SWITZERLAND",93590191.rtf,,"Status: Incomplete
Last Contacted: 2013-12-11
By: Annahita Lagevardi
Contract: Stephen Hellier
"
57335,Euristix,02070 434 700,,22-24 Ely Place,London,,EC1N 6TE,,London,,,"Status: Active
Last Contacted: 2014-06-19
By: Jonathan Boyes
Last Perm Job: 2011-11-30
Managed By: Jessica Miles
Contract: Eric Thwaite
"
57682,Mindshare 2,02079694040,,1 St Giles High Street ,London,,WC2H 8AR ,GB,"London, UNITED KINGDOM","105293452.msg,105293453.rtf",,"Status: Incomplete
Last Contacted: 2016-02-02
By: Niamh Stone
Last Perm Job: 2013-08-05
Managed By: Jonathan Boyes
Contract: Neville James
"
57858,Allianz,01483 568 161 ,,57 Ladymead,"Guildford, Surrey",,GU1 1DB,,"Guildford, Surrey",1651798.rtf,,"Status: Active
Last Contacted: 2016-05-03
By: Danielle Green
Last Perm Job: 2012-06-15
Managed By: Sam King
Last Contract Job: 2010-01-11
Managed By: Eric Thwaite
Contract: Eric Thwaite
"
57964,The Wine Society,01438 741177 ,,PO Box 9,Stevenage,Hertfordshire,SG1 2BG,,"Stevenage, Hertfordshire",,,"Status: Incomplete
Last Contacted: 2013-08-07
By: Curtis Reed
Last Perm Job: 2011-08-11
Managed By: Christopher Gunn
Contract: Christopher Gunn
"
58043,Proctor & Gamble,01932 896000,,"The Heights, Brooklands","Weybridge, Surrey ",,kt13 0xp,,"Weybridge, Surrey ",,,"Status: Incomplete
Contract: Eric Thwaite
"
59577,Emnos,0208 614 77 12,,"Avalon House, 72 Lower Mortlake Road",London,,TW9 2JY,GB,"London, UNITED KINGDOM",,,"Status: Active
Last Contacted: 2016-03-10
By: Alastair Band
Last Perm Job: 2014-04-22
Managed By: Eric Thwaite
Last Contract Job: 2013-08-06
Managed By: Eric Thwaite
Contract: Eric Thwaite
"
59609,Datalytics,01483 243 392,,"Crossweys House, 28-30 High Street",Guidlford,,GU1 3EL,GB,"Guidlford, UNITED KINGDOM",,,"Status: Active
Last Contacted: 2013-10-30
By: Adam Oliver
Last Perm Job: 2011-11-08
Managed By: Eric Thwaite
Contract: Eric Thwaite
"
59689,Centrica,01753 494 000,,"Millstream, Maidenhead Road",Windsor,,S4 5 GD,GB,"Windsor, UNITED KINGDOM",,,"Status: Active
Last Contacted: 2015-03-19
By: Simran Jutley
Last Perm Job: 2013-11-20
Managed By: Jonathan Boyes
Last Contract Job: 2011-01-17
Managed By: Eric Thwaite
Contract: Eric Thwaite
"
59738,TNS 2,0208 967 0007,,Westgate,London,,W5 1UA,,London,,,"Status: Incomplete
Last Contacted: 2011-03-14
By: Christopher Gunn
Last Perm Job: 2011-03-14
Managed By: Christopher Gunn
Contract: Eric Thwaite
"
59866,Bradford & Bingley,01274 555555(4),,"PO BOX 88, Croft Road, Cross flats, Bingley",West Yorkshire,,BD 162UA,,West Yorkshire,,,"Status: Incomplete
Last Contacted: 2008-08-27
By: Sam King
Last Perm Job: 2008-08-27
Managed By: Sam King
Contract: Eric Thwaite
"
60128,Money AM,020 7378 4448,www.moneyam.com,18 Park Street ,London,London,SE1 9ER,GB,"London, London, UNITED KINGDOM",,,"Status: Incomplete
Last Contacted: 2009-01-06
By: Stephen Hellier
Contract: Stephen Hellier
"
60131,"Swiss Re, Zurich",+41 43 285 2121,,Mythenquai 50/60,"PO Box, Zurich",,8022 ,CH,"PO Box, Zurich, Switzerland",,,"Status: Incomplete
Last Contacted: 2013-02-25
By: Christine Horak
Last Perm Job: 2009-01-09
Contract: Stephen Hellier
"
60899,Hasbro,02085 691 234 ,,"2 Roundwood Ave, Stockley Park ",Uxbridge ,,UB1 1AZ,GB,"Uxbridge , UNITED KINGDOM",,,"Status: Incomplete
Last Contacted: 2015-03-12
By: Lawrence Donnelly
Contract: Stephen Hellier
"
61114,Enstar Group,01483 452 622,www.enstargroup.co.uk,1 Stoke Road,Guildford,Surrey,GU1 4HW,,"Guildford, Surrey",,,"Status: Active
Last Contacted: 2015-08-11
By: Danielle Green
Contract: Stephen Hellier
"
61139,TDX Group,0115 953 1200,,"City Gate East, Tollhouse Hill",Nottingham,,NG1 5FS,,Nottingham,,,"Status: Incomplete
Last Contacted: 2014-01-15
By: Adam Oliver
Last Perm Job: 2012-08-30
Managed By: Jessica Miles
Contract: Eric Thwaite
"
61241,Fish 4,02086 007 000,,"Broadway Chambers, 14-26 Hammersmith Broadway",London,,W6 7AF,,London,,,"Status: Active
Contract: Eric Thwaite
"
61298,Avis Europe Ltd,01344 426 644,,"Avis House, Park Road",Bracknell,,RG12 2EW,,Bracknell,,,"Status: Active
Last Contacted: 2014-07-24
By: Samantha Hogben
Contract: Eric Thwaite
"
61511,Boots,01159 506 111,,1 Thane Road,Nottingham,,NG90 1BS,,Nottingham,1031046.rtf,,"Status: Active
Last Contacted: 2015-03-10
By: Adam Oliver
Last Perm Job: 2015-03-10
Managed By: Adam Oliver
Contract: Eric Thwaite
"
61881,Proximity,02072981000,,91 Old Marylebone Road, ,London,NW1 5DW,,London,,,"Status: Incomplete
Last Contacted: 2015-05-29
By: Matthew Mangan
Last Perm Job: 2013-10-21
Managed By: Liam Squires
Contract: Christopher Gunn
"
61932,EHS Brann,02070 171 000,,6 Briset Street,London,,EC1M 5NR,,London,,,"Status: Active
Contract: Sara Turkes
"
61957,Bartle Bogle Hegarty,02077 341 677,,60 Kingley Street,London,,W1B 5DS,,London,,,"Status: Incomplete
Contract: Adam Oliver
"
62066,Carlson Marketing,0207 152 4700,,116 Putney Bridge Road,London,,SW15 2NQ,,London,1044346.rtf,,"Status: Incomplete
Last Contacted: 2008-11-24
By: Sam King
Contract: Sara Turkes
"
62068,TBWA,020 7573 6666,,76-80 Whitfield Street,London,,W1T 4EZ,,London,,,"Status: Incomplete
Contract: Adam Oliver
"
62330,London Stock Exchange,020 7797 1000,,10 Paternoster Square,London,,EC4M 7LF,,London,"105273107.rtf,105502832.msg,105502833.pdf,105502834.pdf",,"Status: Active
Last Contacted: 2016-05-10
By: Danielle Green
Last Visited: 2015-11-24
By: Danielle Green
Last Perm Job: 2015-11-13
Managed By: Danielle Green
Last Contract Job: 2016-05-10
Managed By: Danielle Green
Contract: Stephen Hellier
"
62494,Barclay Capital,02077 732 500,www.barcap.com,"5 The North Colonnade, Canary wharf ",London,,E14 4BB,,London,,,"Status: Incomplete
Last Contacted: 2015-05-21
By: Lawrence Donnelly
Contract: Stephen Hellier
"
62623,Ofsted,03001231231,,"Royal Exchange Buildings, St Ann's Square",Manchester,,M2 7LA,,Manchester,,,"Status: Incomplete
Contract: Adam Oliver
"
62643,Business and Decision - Edinburgh,0131 718 6017,,"Business Exchange Centre, 9-10 St Andrew Square",Edinburgh,EH2 2AF,,,"Edinburgh, EH2 2AF",,,"Status: Incomplete
Contract: Sara Turkes
"
62776,GE Money London,,http://www.gemoney.co.uk/en/index.html,"Building 4, Hatters Lane, Croxley Green Business Park",Watford,,WD18 8YF,,Watford,94691195.rtf,,"Status: Active
Last Contacted: 2015-03-19
By: Marcin  Hordyniec
Contract: Curtis Reed
"
62852,GMAC RFC,08447 708 000,,"5 Arlington Square, Downshire Way",Bracknell,Berkshire,RG12 1WA,,"Bracknell, Berkshire",,,"Status: Incomplete
Last Contacted: 2009-12-29
By: Eric Thwaite
Last Perm Job: 2008-09-03
Managed By: Sam King
Last Contract Job: 2009-12-29
Managed By: Eric Thwaite
Contract: Curtis Reed
"
62969,ClientKnowledge,02079 524 840 ,,19/21 Great Tower Street,London,,EC3R 5AR ,,London,,,"Status: Active
Contract: Sara Turkes
"
62981,MEM Consumer Finance,0871 550 0073,,"11 Talisman Business Centre, Talisman Rd, Bicester",Oxford,,OX26 6HR,GB,"Oxford, UNITED KINGDOM",,,"Status: Active
Last Contacted: 2015-10-28
By: Stephen Hellier
Last Perm Job: 2014-11-04
Managed By: Jamila Al Ibrahim
Contract: Eric Thwaite
"
63658,Tesco personel Finance,01314791000,,"The Forthstone, 50 South Gyle Crescen",Edinburgh,,EH12 9LE,GB,"Edinburgh, UNITED KINGDOM",99005.rtf,,"Status: Incomplete
Last Contacted: 2010-02-10
By: Eric Thwaite
Last Perm Job: 2010-02-10
Managed By: Eric Thwaite
Contract: Eric Thwaite
"
63845,The body Shop 2,0207 2087600,,"New City Court, 20 Saint Thomas street",London,,se1 9rg,,London,,,"Status: Incomplete
Contract: Eric Thwaite
"
63959,John Lewis,02078 281 000,,171 Victoria Street,London,,SW1E 5NN,,London,,,"Status: Active
Last Contacted: 2016-05-18
By: Louise Rowson
Last Perm Job: 2016-01-18
Managed By: Eric Thwaite
Contract: Adam Oliver
"
63966,Tangible Data,01242 258700 ,,"The Old Museum, Tetbury Road",Cirenceste,,GL7 1UP,,Cirenceste,,,"Status: Incomplete
Contract: Adam Oliver
"
64116,BBC,02087 438 000,www.bbc.co.uk,"White City Broadcast Centre , 201 Wood Lane ",London,,W12 7TP ,,London,,,"Status: Active
Last Contacted: 2016-04-25
By: Alastair Band
Last Perm Job: 2014-11-17
Managed By: Jamila Al Ibrahim
Contract: Stephen Hellier
"
64318,Royal Mail,03457740740,,80 Old Street,London,,EC1V 9NN,GB,"London, UNITED KINGDOM",292816.rtf,,"Status: Active
Last Contacted: 2014-07-28
By: Samantha Hogben
Last Perm Job: 2014-02-05
Managed By: Adam Oliver
Contract: Eric Thwaite
"
64345,Trail finders,0207 368 1585,,194 Kensington High Street,London,,W8 7RG ,GB,"London, UNITED KINGDOM",,,"Status: Incomplete
Last Contacted: 2009-01-20
Contract: Stephen Hellier
"
64654,Toyota,0845 275 5555,,PO Box 814 ,Portsmouth,,PO6 9AY ,GB,"Portsmouth, UNITED KINGDOM",,,"Status: Incomplete
Contract: Stephen Hellier
"
64843,Legal And General,01737 370370,,"Legal 7 General House, , St Monica's Road","Kingswood, Surrey",,kt20 6eu,GB,"Kingswood, Surrey, UNITED KINGDOM",1360687.rtf,,"Status: Active
Last Contacted: 2015-03-25
By: Timothy McAllister
Last Perm Job: 2014-09-18
Managed By: Hichem Cherki
Last Contract Job: 2012-07-23
Managed By: Danielle Green
Contract: Eric Thwaite
"
64931,2 Entertain,020 7612 3000,,33 Foley Street,London,,W1W 7TL ,,London,962398.rtf,,"Status: Incomplete
Last Contacted: 2015-02-18
By: Lawrence Donnelly
Contract: Stephen Hellier
"
65030,G2 Data Dynamics,02030 373 700,,"The Johnson Building, 77 Hatton Gardens",London,,EC1N 8JS,GB,"London, UNITED KINGDOM",,,"Status: Active
Last Contacted: 2008-10-17
By: Eric Thwaite
Contract: Eric Thwaite
"
65319,Sonoco-Trident,01482 828100,,"Unit 4, Connaught Road ",Kingswood Bss PK,,H27 3AP ,,Kingswood Bss PK,,,"Status: Incomplete
Last Contacted: 2015-03-06
By: Lawrence Donnelly
Contract: Stephen Hellier
"
65799,MediaVest,0161 228 3909,,117-119 Portland Street,manchester,,m1 6ed,,manchester,,,"Status: Incomplete
Contract: Eric Thwaite
"
65826,dbg,01179 183 500,,"Colston Tower, Colston Street",Bristol,,BS1 4UH,,Bristol,181719.rtf,,"Status: Active
Last Contacted: 2013-03-27
By: Neville James
Contract: Stephen Hellier
"
66123,Haven Holidays,01442 203 070,,PO Box 127,1 Park Lane,,HP2 4YL,,1 Park Lane,,,"Status: Active
Last Contacted: 2009-01-21
Contract: Stephen Hellier
"
66516,Sterling Relocation,020 8841 7000,,"Hallmark House, Rowdell Road ",Northolt ,,UB5 6AG ,,Northolt ,,,"Status: Incomplete
Contract: Stephen Hellier
"
116681111942,Test Client 2017,02070928190,www.initi8recruitment.com,43 Eagle Street,,,WC1R 4AT,,,,,"Status: Active
Client Type: Head Office
Last Contacted: 2017-02-17
By: Sam Covey
Last Perm Job: 2017-02-17
Managed By: Sam Covey
Contract: Sam Covey
"
116681225490,Prospective,,http://www.prospective.io/,Prospective Labs Ltd IDEA London 69 Wilson Street Shoreditch London,,,EC2A 2BB,,,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2017-03-01
By: Max Petch
Contract: Max Petch
"
116681271699,zeta global,020.3219.6200,,247 TOTTENHAM COURT RD. ,London,,W1T 7QX,GB,"London, UNITED KINGDOM",110888716.rtf,,"Status: Incomplete
Client Type: Head Office
Contract: Eric Thwaite
"
116681558483,Songkick,,http://www.songkick.com/,"12-18 Hoxton St, London",,,N1 6NG,,,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2017-04-11
By: Max Petch
Contract: Max Petch
"
116681578759,AWOK.com,+971 50 162 3992,awok.com,12 18 Street,Dubai,,,AE,"Dubai, UNITED ARAB EMIRATES",,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2017-04-13
By: Max Petch
Contract: Max Petch
"
116681620041,Buying Show,,,"Französische Straße 23,  10117",Berlin,,,,Berlin,,,"Status: Incomplete
Client Type: Head Office
Contract: Matt Allum
"
116681679445,Arval UK Limited,01793 887 000,https://www.arval.co.uk/,"Whitehill House, Windmill Hill",Swindon,,SN5 6PE,,Swindon,,,"Status: Active
Client Type: Head Office
Contract: Sam Covey
"
116683578417,@Leisure Holding BV,.,.,Postbus 37748,Amsterdam,,,NL,"Amsterdam, NETHERLANDS",,,"Status: Incomplete
Client Type: Head Office
Contract: Karen Hellier
"
116683735406,Fusion analytics,020 3287 5387,,Hamble House,godalming ,,GU7 3HJ,GB,"godalming , UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Last Contacted: 2018-10-16
By: Eric Thwaite
Last Perm Job: 2018-03-19
Managed By: Eric Thwaite
Contract: Eric Thwaite
"
116684611432,Supersolid, 020 7927 7072,http://supersolid.com/,"Supersolid Ltd , 19-20 Berners Street",London,,W1T 3NW,GB,"London, UNITED KINGDOM",,,"Status: Incomplete
Client Type: Head Office
Contract: Max Petch
"
116684931896,Frontier Car Group,,https://www.frontiercargroup.com/,"Schicklerstraße 5, 10179",Berlin,,,DE,"Berlin, GERMANY",112864618.rtf,,"Status: Incomplete
Client Type: Head Office
Contract: Max Petch
"
116685019058,Kahoot,+47 990 99 789,www.kahoot.com,Kjelsåsveien 160,Oslo,,,,Oslo,112905960.rtf,,"Status: Incomplete
Client Type: Head Office
Contract: Max Petch
"
116685294836,Voyage Prive,0844 826 2096,www.voyage-prive.co.uk,1 Waterhouse Square 138,London,,EC1N 2ST,,London,113022157.rtf,,"Status: Incomplete
Client Type: Head Office
Contract: Max Petch
"
116685919519,Medicines & healthcare products regulatory agency,020 3080 6000,WWW.MHRA.GOV.UK,151 Buckingham Palace Rd,London,LONDON,SW1W 9SZ,GB,"London, LONDON, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Last Contacted: 2018-03-16
By: Stephen Hellier
Last Contract Job: 2018-03-16
Managed By: Stephen Hellier
Contract: Stephen Hellier
"
116687579103,crossbuilders,,,"Agrippinawerft 22, 50678 ",Cologne ,,,,Cologne ,,,"Status: Incomplete
Client Type: Head Office
Contract: Eric Thwaite
"
116687630527,Blue Yonder 2,+49 40 18047642,,"Heidenkampsweg 45, 20097", Hamburg,,20097,DE,"Hamburg, GERMANY",,,"Status: Lead
Client Type: Subsidiary
Contract: Eric Thwaite
"
116688675510,Signal Media,02038 288 200,www.signalmedia.co,"5th Floor, 32-38 Leman Street",London,,E1 8EW,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116688675529,Element AI,,www.elementai.com,2 Eastbourne Terrace,London,,W2 6LG,GB,"London, UNITED KINGDOM",,,"Status: Active
Client Type: Site
Contract: Karen Hellier
"
116688905810,Udacity,,www.udacity.com,.,,,,US,UNITED STATES,,,"Status: Active
Client Type: Head Office
Contract: Eric Thwaite
"
116674208765,Yoyo Wallet,,http://yoyowallet.com/,"Kirkman House, 12-14 Whitfield Street",London,,W1T 2RF,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Alastair Band
"
116674209232,PitchUp,0208 434 7444,www.pitchup.com,"The Light Box, 111 Power Road",Chiswick,,W4 5PY,,Chiswick,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-03-18
By: Alastair Band
Contract: Alastair Band
"
116674229533,3nder,,www.3nderapp.com,13b The Vale,London,,W3 7SH,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Alastair Band
"
116674239860,Flipper Community,+44 1233 225152,http://flipper.community/,45 Notting Hill Gate,London,,W11 3LQ,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-03-23
By: Alastair Band
Contract: Alastair Band
"
116674265791,Factory-CRO BV,+31302 292 727,www.factory-cro.com,"Prof Bronkhorstlaan 10, bid 54",3723 MB Bilthoven,,,NL,"3723 MB Bilthoven, NETHERLANDS",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674265857,Arhs-Group Belgium,+3227 748 830,www.arhs-group.com,Woluwedal 30,,,,BE,BELGIUM,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674268790,The Bank of England,020 7601 4444,http://www.bankofengland.co.uk/Pages/home.aspx,Threadneedle St,,London,EC2R 8AH,,London,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-03-30
By: Alastair Band
Contract: Alastair Band
"
116674329406,Digital Assurance 2,02070 609 001,,"83 Victoria St, ",,,SW1H 0HW,,,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-04-07
By: Danielle Green
Contract: Danielle Green
"
116674329708,Allianz Belgium,+3222 146 111,www.allianz.be,Lakenstraat 35,1000 Brussel,,,BE,"1000 Brussel, BELGIUM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674344012,Capgemini Belgium,+3227 081 111,www.be.capgemini.com,Bessenveldstraat 19,1831 Diegem,,,BE,"1831 Diegem, BELGIUM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674351331,Beobank Belgium,+3226 265 111,www..beobank.be,.,,,,BE,BELGIUM,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674361072,FitFlop,02077 513 694,http://www.fitflop.co.uk/,"The Point, 210 New Kings Road",London,,SW6 4NZ,,London,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-04-18
By: Alastair Band
Contract: Alastair Band
"
116674387933,ITSUS Consulting,02920 003 170,,"4 Cwrt Y Parc, Cardiff CF14 5GH",Cardiff,,,,Cardiff,,,"Status: Incomplete
Client Type: Site
Last Contacted: 2016-04-15
By: Danielle Green
Contract: Danielle Green
"
116674396107,Webcredible,020 7423 6320,,133 Park Street,London,London,SE1 9EA,GB,"London, London, UNITED KINGDOM",,,"Status: Incomplete
Client Type: Site
Last Contacted: 2016-04-26
By: Stephen Hellier
Contract: Stephen Hellier
"
116674400405,Commerzbank AG,+4969136-20,www.commerzbank.com,.,,,,DE,GERMANY,,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674400495,BMW Group,+49 893 820,www.bmwgroup.com,Petuelring 130,Munich 80788,,,DE,"Munich 80788, GERMANY",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674418194,Station10,,,"8-14 Vine Street, Farringdon",,,EC1R 5DX,,,,,"Status: Lead
Client Type: Head Office
Last Contacted: 2016-04-20
By: Henry Jackson
Contract: Henry Jackson
"
116674418759,Talanx AG,+4951137 472 227,www.talanx.com,Riethorst 2,30659 Hannover,,,DE,"30659 Hannover, GERMANY",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674418813,Santander Austria,+4350203/9325,www.santander.at,Wagramer Strasse 19,1220 Wein,,,AT,"1220 Wein, AUSTRIA",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116674420795,Nektan,0207 154 2070,,"73 Watling Street, London, EC4M 9BJ",,,,,,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-09-08
By: Max Petch
Contract: James Butler
"
116674425129,Flipper,02080 045 388,,"45 Notting Hill Gate, London, W11 3LQ",,,,,,,,"Status: Active
Client Type: Head Office
Last Contacted: 2017-04-20
By: Max Petch
Last Perm Job: 2016-04-21
Managed By: James Butler
Contract: James Butler
"
116674426073,Daily Mail,,,"Northcliffe House, 2 Derry St",London,,W8 5TT,,London,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-04-20
By: Alastair Band
Contract: Alastair Band
"
116674514327,Ripjar,01242 312052,,"Suite 404, Eagle Tower, Montpellier Drive",Gloucestershire ,,GL50 1TA,,Gloucestershire ,,,"Status: Incomplete
Client Type: Head Office
Contract: Eric Thwaite
"
116674522810,Initial Rewards,02030 268 000,http://www.initialrewards.com/,4 Parr Road,Stanmore,,HA7 1QP,,Stanmore,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-09-08
By: Max Petch
Last Perm Job: 2016-04-27
Managed By: Max Petch
Last Contract Job: 2016-04-27
Managed By: Alastair Band
Contract: Alastair Band
"
116675598380,Risk Rewards Limited,020 7638 5559,,60 Mooregate,London,,EC2R 6EL,,London,,,"Status: Incomplete
Client Type: Site
Last Contacted: 2016-05-06
By: Danielle Green
Contract: Danielle Green
"
116675742696,Health IQ,02031 766 130,,"E1 Business Centre 3rd Floor Unit 301, 3rd Floor Unit 301",London,,E1 1DU,,London,,,"Status: Active
Client Type: Head Office
Last Contacted: 2016-05-20
By: Henry Jackson
Contract: Henry Jackson
"
116675769310,Bata,,www.bata.com,"Via A. Volta 6 , 35010 Limena (PD)",,,,IT,ITALY,,,"Status: Active
Client Type: Head Office
Contract: Sam Covey
"
116675769431,Dixons Carphone,0208 896 5000,http://www.dixonscarphone.com/,1 Portal Way,London,,W3 6RS,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Sam Covey
"
116675770909,Measurelab,01273 838 164,http://www.measurelab.co.uk/about-us/,Old Candlemakers West St,East Sussex,,BN7 2NZ,,East Sussex,,,"Status: Incomplete
Client Type: Head Office
Contract: Sam Covey
"
116675781880,M/Six,020 7079 9800,http://www.msixagency.com/,15 Rathbone Street,London,,W1T 1NB,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Sam Covey
"
116675821988,Morrisons Plc,08456 115 000,www.morrisons-corporate.com,Hilmore House,Bradford,,BD3 7DL,GB,"Bradford, UNITED KINGDOM",,,"Status: Active
Client Type: Head Office
Contract: Karen Hellier
"
116678875588,EY,+44 20 7951 2000,http://www.ey.com/GL/en/Home,1 More Place,London,,SE1 2AF,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Sam Covey
"
116678943678,Hays,020 3465 0094,www.hays.co.uk,107 Cheapside,London,,EC2V 6DN,,London,,,"Status: Incomplete
Client Type: Head Office
Contract: Sam Covey
"
116679598313,Treatwell (Formerly Wahanda),0330 100 3515,,"Fairfax House, 15 Fulwood Pl","15 Fulwood Pl, London",,WC1V 6HU,,"15 Fulwood Pl, London",,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2017-03-17
By: Henry Jackson
Contract: Henry Jackson
"
116679705331,FanDuel,01315602400,https://www.fanduel.co.uk/,Fourth Floor 15 Lauriston Place,,,EH3 9EN,,,,,"Status: Incomplete
Client Type: Head Office
Contract: Sam Covey
"
116679722536,Simbapay,020 3137 8517,,"107 Cheapside, London EC2V 6DN",,,,,,,,"Status: Incomplete
Client Type: Head Office
Contract: Max Petch
"
116679722608,Moneyfarm,0800 433 4574/020 3745 6990,,"90-92 Pentonville Rd, London N1 9HS",,,,,,,,"Status: Incomplete
Client Type: Head Office
Last Contacted: 2016-11-17
By: Max Petch
Contract: Max Petch
"
116679729228,Alfresco,+44 (0)1628 876 600,,"Bridge Ave, The Place",Maidenhead,,SL6 1AF,,Maidenhead,,,"Status: Incomplete
Client Type: Head Office
Contract: Matt Allum
"
