company-externalId,company-name,company-locationName,company-locationCountry,company-locationZipCode,company-phone,company-website,company-document,company-note
724927-8774-1678,inSITEcities,,,,,,,
724944-7503-13193,Thomsons Online Benefits,England - London,,SW1P 1PH,020 3328 4000,,,
725012-7290-10348,Blueprint Partnership,England,,,+44(0)1614932734,,,
725020-6273-16235,PeerVoice,England - United Kingdom,GB,LONDON,212.764.4881,,,"Parent Company: PSL Group
"
725065-8658-15279,Indoc Research,Canada,,"ON, M5A 1N1",4167030311,,,
725120-4139-13344,Alpari,England - London,,,,,,
725138-8861-15287,Dalet,France - France,FR,92300,0141276700,,,
725151-3430-1599,Dyson SG,Singapore - Singapore,SG,04-09A,:+6570004357546,,,
725201-5092-13170,Directions Research & Marketing,England - London - UK ,UA,TW9 3GA,0208 948 9000,www.directions.uk.com,,"Description: Boutique qualitative research agency with over 25 years experience of pointing clients in the right direction. Intelligent, straight talking and fun to work with, we pride ourselves on delivering bespoke, tailor-made solutions. We don't have a 'one size fits all' approach but choose an approach which will answer the specific objectives of your research project. 

Follow us on Twitter: https://twitter.com/DirectionsDog
Company Size
11-50 employees 
Founded
1987

"
725210-2616-11130,Shuaa Capital (Dubai),,,,+971 4 330 3600,,,
725224-6690-126,Novartis,England,,,01276 692255,,,
725225-3358-6313,MedImmune,,,SG8 6JJ,+4401 763 263233,www.cambridgeantibody.com,,
725242-4862-12338,Heart Productions,England - London,,N7 8GR,44(0)20 7700 6468,,,
725245-4270-6135,UBS,,,,,,,
725321-5404-12216,Band & Brown,England - London,,,,,,
72535/19,Revolver Communications,,,,0207 107 2720,www.revolvercomms.com,,
725396-2505-5259,Publicis Dialog,England - London,,,+44 (0)207 830 3170,www.publicis-dialog.co.uk,,"Description: New budget jardiland

Publicis Dialog is a Top 5* marketing agency and the 3rd† most highly-awarded in the UK. Our services include CRM, direct marketing, trade marketing, events management, promotional marketing and interactive solutions.

We operate in 40 offices across 4 continents, serving top clients including COI, Renault, Post Office, Zurich Financial Services, Powergen, HP and Allied Domecq.

We take a unique, ‘no boundaries’ approach to marketing communications, working with our clients to establish a strong brand idea that will translate across all media.

By cultivating an holistic view of our clients’ marketing needs we are able to adopt a highly flexible, multi-channel approach to our work, delivering award-winning creativity that drives business results.


*Source: Precision Marketing Reputations Survey
†Source: Precision Marketing November 2005 Agency Awards League table




"
725410-5279-8156,Alliance of Sector Skills Councils,,,,0845 072 5600,,,
725437-3191-13164,Earthbranding,England - London,,,+44 (0)20 7845 5840,,,"Description: 
- Earth is a brand management consultancy that specialises in creating brands that have a responsible business strategy at their heart.

- Clients include; Deloitte, Asia360, FutureSpaces


"
725489-7772-968,Johnson & Johnson Middle East,United Arab Emirates,,,,,,
725657-9854-12341,CARE International UK,,,SE1 7TP, (0) 20 7091 6000,,,
725677-6520-1230,BBDO Hong Kong,Hong Kong,,,852-2820-1888,,,
725733-4608-11318,Intervalles,Paris,,,33) 01 42 52 75 38,http://www.intervalles.com,,
725903-4837-14262,TBWA Berlin,Germany - Germany,DE,10117,?,www.tbwa.de,,
725941-6611-795,Michaelides & Bednash,,,,+4402 074 681168,,,
726002-5361-15204,Immo One,France - /,,/,/,,,
726054-1966-6348,Data nova (Vitrolles),,,,,,,
726054-2446-6152,Rank Group,,,W2 2EZ,+ 44 (0)20 7706 1111,http://www.rank.com/,,
726066-9110-14105,PriceSpective UK,England,,,0207 832 1086,,,
726107-7332-937,The Hoffman Agency Hong Kong,,,, +852 2581-9380,,,
726134-3113-887,Clic2advertising,United Arab Emirates,,PO BOX 53735,+971 4 3312627 ,www.click2advertising.com,,
726293-4292-12200,ABA Market Research,England,,AL1 1NG,01727 837322,http://www.abaresearch.co.uk/,com_ABA Market Research Ltd  - HansonTermsConditions 2013 with appendix.docx,"Description: Standard Terms & Conditions 17/07/2013

Fee: 20% flat rate (minimum fee of £3,500)
Pay within 30 days of invoice

Amendments

These amendments are enforceable until 22nd October 2013, whereupon the agreement is to be reviewed by both parties.

Amendment to Definition“Remuneration”:

Annual Base Salary Only
	
Amendment to term 3 NOTIFICATION OF FEES:

3.1.c	To pay the Agency’s fee within 30 days of the date of invoice

3.4	     The fee payable to the Agency by the Client for an Introduction resulting 
in an Engagement is the amount equal to:  20% flat rate

The above fee structure is subject to a minimum fee of £3500
Amendment to term 4 REFUNDS:
4.2	1 - 4 weeks	= 100%
	5 - 8 weeks	=   50%
	9-12 weeks	=   25%

No signed terms

ABA delivers inspiring, commercially-savvy findings, which clients tell us make a real difference to their businesses – as evidenced by the fact we have worked alongside many of Britain’s biggest brands for over a decade. It is our ability to ‘make a tangible difference’ that MRS cited as a key reason for naming us Best Agency 2012.

The way we make this difference is through strengths such as:
- Having great people and investing heavily in their development – so clients only have first-class brains on their work
- Developing partnerships with brands such as John Lewis, M&S, ASDA and Virgin Atlantic by working on everything from urgent, fast-turnaround projects to long-running strategic studies.
- Having the ability to join-the-dots between different studies, pinpoint the key commercial insights and then communicate these in a short, punchy manner
- Putting particular emphasis on ‘thinking time’, which we have learnt makes all the difference in providing clients with clear direction forward rather than undigested data
- Evolving, over 20 years, the slick research processes that free us to concentrate on ‘thinking time’ - examples being: bespoke methodologies, often blending quant and qual, to get to the heart of clients’ objectives and proprietary survey software, Qgen, which produces surveys that look genuinely on brand but are also excellent value for money

Surrounding organisation:

Hemel Hempstead:
Full On Marketing Ltd
2europe
Saville Rositer Base
ESA
Honeycomb research
Feedback consumer research

Hatfield:
Stream research
AmLY Consulting
Copestone
Critical research
Lozowick





"
726299-8010-13259,Vendome Group,USA - East - USA,US,2.2 MI SW,+1 212-812-8420,http://www.vendomegrp.com/,,
726387-2501-1682,Contagious,London ,,LONDON,+44(0)2074391161,http://www.contagiouslondon.com/contact/,,"Description: sarah - paul's
contacts@contagiouslondon.com

"
726458-7187-6325,The Chase Advertising,United Arab Emirates,,,00971 435 94000,,,
726462-6626-13196,Helston Garages,England,,TR13 8RD,01326 330639,,,
726467-9885-13196,Air Charter Service,,,,+44 (0)20 8339 8588,,,
726495-5106-5104,McCluskey International,England - London,,W6 9NU,0208 237 7979,www.mccluskeyinternational.co.uk,,"Description: This is how McCluskey International first began in 1987, and today we are justifiably proud of the creativity and success of our campaigns. Put simply, we deliver outstanding results designed to give maximum return on investment. 
Our experience across the globe has given us an exceptional network of media contacts within the travel and lifestyle arenas, all of whom trust us to deliver hard hitting, timely and factually correct stories that capture the imagination. 
We are constantly researching new trends, and understand how to harness the increasingly powerful advancement of online PR and other media, in conjunction with traditional practices. We have recently worked with a number of clients to produce podcasts, blogs and other online content.
PR teams are carefully selected to match each client's requirements, and in addition every client can be assured of strategic consultancy from agency principal Judy McCluskey.

Destination representation is a core service requirement for many of our clients, and our trade marketing team was established in 2000. We are proud of our quickly-gained reputation for excellence among the UK travel trade.
Our team creates and executes an agreed marketing plan to our clients’ individual specifications. No matter how large or small, our clients can be assured of a professional and comprehensive programme. 
We can incorporate every aspect of sales, marketing and support activity, ranging from brochure analysis to online and face-to-face sales training; exhibition and event organisation; consumer enquiry lines and fulfilment, design and print production, web marketing and much more.


All above the line disciplines can be provided in a cost-effective and creative way at McCluskey International. 
We are now the preferred agency for all aspects of the marketing mix for a number of our clients, and especially those organisations without a UK based office through which to channel their international requirements. 
Clients including Ontario, the Maldives and the Italian region of Piedmont have all chosen to place their advertising requirements in our capable hands.
Affinity marketing offers our clients major promotional opportunities with strategically selected high profile partners. 
Some of the consumer brands we are proud to have partnered with include O’Neill Surfwear, Mulberry, Carluccios, Snow and Rock, and Monsoon. 
With her strong consumer marketing background and understanding of the tourism sector, our marketing director Jackie Stainer oversees all aspects of the promotion, giving our clients increased exposure to new, targeted audiences, data-collection, and brand enhancement. 
Jackie’s close relationship with the PR and trade marketing teams ensures a cohesive and consistent approach to all partnerships.
E-marketing is possibly the most important change in the way we market ourselves today, with one in 20 visits to the internet being to travel websites. 
McCluskey International has been quick to embrace the online world. We offer our clients the very latest online marketing service, from rewriting your website to search engine optimisation, podcasting, viral marketing, blogging and online advertising. 
We work with experts at the top of their field to ensure that we - and you - are always working at the forefront of technology.
Take a look at our very own McCluskey blog in the 'extras' section, where you can also find numerous examples of podcasts and other online marketing projects.

"
726509-1944-13112,Javelin Group,England - London,,,,,,
726514-9865-14192,Quantifire,England,,+44 20 7060 547,+442070605470,,,
726550-3490-1078,Karoui&Karoui,,,,+216 71 78 59 00,,,
726558-8185-12304,Sony Mobile,,,, +44 208762 5858,,,
726559-6459-7215,DSTL,,,,,http://www.dstl.gov.uk/,,
726610-5807-6324,Armania,France - Paris,,75011,+331 48 07 40 40,http://www.armania.com/,,"Description: 
C'est celui qui dit qui y est.....eh oui, beaucoup d'agences revendiquent le ""360°"" ; encore faut-il le prouver. Chez Armania, 360° veut dire - au-delà de la publicité -, représenter une vraie ""force de réflexion"" et de proposition sur l'ensemble des supports : le digital, le contenu, la fidélisation et le marketing services. 360°, c'est aussi notre façon de travailler : dès le brief, nous aimons gratter nos cerveaux pour trouver d'autres approches. Nous aimons nous appuyer sur un planning stratégique qui ne laisse aucune piste inexplorée, un planning qui lit entre les lignes pour les faire bouger. Nous aimons bâtir des plateformes et des thèmes de marque qui ne sont pas des me too. Plus de contenu, plus de sens pour aller dans le bon sens. Encore une de nos spécialités maison. A chaque étape, creuser pour enrichir le discours, sans l'engraisser. Armania est une agence vivante, qui vit sans peur et pour faire naître des idées, qui prône l'audace plutôt que la complaisance, une agence qui ne craint pas le chaos pour accoucher d'une étoile qui danse comme disait Monsieur Nietzsche...La création, nous la voulons la plus neuve possible, déroutante ? Pourquoi pas. L'important est qu'elle interpelle notre réflexion dès l'amont. Un challenge qui booste notre travail, au quotidien.

Après un démarrage en trombe dans l’édition, l’agence n’a cessé d’évoluer pour offrir aujourd’hui l’ensemble des compétences d’une agence en communication globale.
Forte d’une structure de conseil en stratégie, Armania pense la marque comme une histoire à raconter avec en son centre un thème, source d’inspiration pour l’ensemble des prises de parole du client, quel que soit le medium.
Cette histoire, pour être entendue dans un premier temps, puis aimée dans un second temps, doit être intelligente ; elle doit aussi ne pas se confondre avec les autres, être différente et s’enrichir avec le temps.
Et elle ne peut vivre que si les personnes qui la racontent sont convaincues par le discours ; c’est pourquoi le thème de marque doit être aussi attrayant pour le personnel de l’entreprise que pour les consommateurs.
Armania : cinq continents sur la même planète !
Conseil (transversal aux pôles) : coaching de marque®, planning stratégique, études, veilles concurrentielles et stratégiques… 

Publicité : presse, affichage, radio, TV …

Edition : rapport annuel, guides, dépliants, catalogues ...

Fidélisation, MD : carte de fidélisation, mailings, emailings, analyse on et off line, formation …
Digital : création de site internet, bannières pub, emailing, campagnes SMS, marketing mobile

CRÉ-A-TI-VI-TÉ ! Voilà l’enjeu vital, le carburant céleste, le moteur de la croissance pour vous, pour nous, pour Petite Boîte & Fils comme pour XXL Company. 
« The creative imperative », l’impératif créatif. C’était le mot d’ordre du 36e Forum économique mondial de Davos. Pourquoi ? 
Parce que « les théories, les outils et les structures sur lesquels s’appuyaient les décideurs durant la dernière décennie sont devenus obsolètes ». Klaus Schwab, fondateur et président du Forum, le dit très bien. Nous ne pensons pas autrement. En plein changement d’ère, au cœur de la révolution planétaire, sois créatif ou disparais ! 
C’est l’impératif, sans alternative.
La créativité partout, tout le temps, « parce que 2 / 3 des français trouvent la publicité banale, qu’elle est envahissante pour 75% d’entre eux, dangereuse pour 50 % et qu’ 1 / 4 se déclare publiphobe » 
Sources : IFOP
Le thème de marque pour se 
"
726670-6331-5157,Totaljobs.com,,,,,www.totaljobs.com,,"Description: Emma Badman
Key Account Manager
totaljobs.com

Tel:       020 7769 9246

Mobile:  07717 581451
Fax:      020 7769 9201
email:   emma.badman@totaljobs.com


totaljobs.com
Holden House
57 Rathbone Place
London W1T 1LD


"
726737-1354-1583,Netflix,United States of America,,CA 95032,(408)540-3700,,,
726796-1020-14351,Neuland,Germany - Germany,DE,80339 ,+49(0)89/12111314,http://www.neuland-id.de/News.html,,
726799-4441-16315,SO What Global,England,,EC2A 2EX,0208 004 6256,,,
726799-8312-13163,MeshMarketing Ltd,England - London - UK ,UA,WC2H 9JW,08700 600 347,www.meshmarketing.co.uk,,"Description: Mesh Marketing is a marketing agency which specialises in FMCG and Retail marketing. 

Currently working with Coca-Cola, Mars, Wrigley, Danone, Argos and Nando's to name a few, supplying shopper marketing solutions that convert shoppers into buyers.

We’ve built our agency around delivering for our clients – be that by working to tight deadlines, tight budgets or just producing amazing commercially viable creative time after time. With almost half of our account team having client-side experience, we understand your pressures, your deadlines and the balance between building a brand and driving sales and revenue.

And as our Retail, Digital and Insights teams have a wide range of experience across different trading environments and sectors, it means we’re able to find solutions to your problems faster and explore untapped opportunities sooner.

Specialties
Shopper marketing, marketing, below the line marketing, promotional marketing, direct marketing


Type
Privately Held

Company Size
11-50 employees

Founded
2005
"
726862-5483-11321,BT Asia Pacific (Singapore),,,,+65 6290 7100,,,
726878-6469-1678,Xenapto,"London, United Kingdom",,,,,,
726959-2831-1678,Dibbz,United Kingdom,,,,,,
727004-6913-13287,Simmons & Simmons,England - London,,EC2Y 9SS,02076282020,,,
727013-3087-7330,Selective Beauty,England - London,,,0207 620 2333,www.selective-beauty.com,,
727053-4141-5201,Gardant Communications (Formerly Policy Partnership),England - London,,SW1P 4AT,0207 976 5555,http://www.gardantcommunications.com/,,"Description: NEWS

01.02.07 PAN - 3 hires: Stuart Leasor, Partner (director at M:Communications); Simon Petar, Associate (BM); Bethan Halls (parliamentary researcher).
12.07.07 PRW - Following the loss of partner Rory Scalan to Fishburn Hedges, they have made 3 new hires: Joel Feyerherm, one-time head of public affairs at the former Abbey National bank and more recently associate at AGG International, joins the corporate comms consultancy as senior associate. Megan Murphy, previously legal affairs reporter at Bloomberg, joins in a similar role. Both will work in the consultancy’s new litigation practice.  Andy Melia joins the agency as a researcher. He was previously diary secretary at the Department of Culture, Media and Sport.
24.08.07 PRW - FD-LLM partner Ben Abbotts joins as senior associate at The Policy Partnership, he will effectively replace Rory Scanlan, who recently quit his role as a partner.
05.03.08 PAN - currently hunting a replacement for managing partner Andrew Smith, who resigned in March after 11 years to join film and TV studio operator Pinewood Shepperton - a client of his at the agency - as group corporate affairs director.
10.06.08 PAN - Policy Partnership is to change its name to Gardant Communications.  The new name, which it said owes to the ‘medieval French’ word for 'guarding', will come into effect on 23 June.
09.01.09 PRW - Gardant Communications has hired Sovereign Strategy UK managing director Rory O'Neill as a partner. Before joining Sovereign in 2005, O'Neill was parliamentary affairs manager at British Nuclear Fuels. He starts the new role next week.

Clients:

• Borneo Orangutan Survival 
International
• British-Azerbaijani Chamber 
of Commerce & Industry
• Embassy of Bahrain
• Glasgow Caledonian 
University
• Homeopathy Action Trust
• Interactive Pro Limited
• Kilbride (Four Ashes) LLP
• INSOL Europe
• Maurice Turnor Gardner LLP
• Milio International Limited
• Och-Ziff Management Europe 
Limited
• Odyssey Care
• Offshore Group Newcastle
• Opera Solutions
• Philip Morris
• RLF Partnership
• SOS-Kinderdorf International
• Universal Engineering Group
• Wiggin LLP
• Yukos Oil Company 
"
727063-6926-10302,Towers Watson,,,WC1V 6TP,,http://www.towerswatson.com/,,
727149-2104-5206,Grayling Paris,Paris - France,FR,75012, 33 1 55 30 70 70,http://www.trimediagroup.com,,"Description:  Conseil stratégique et opérationnel
• Relations avec les pouvoirs publics et lobbying
• Communication interne
• Relations presse écrite et audiovisuelle
• Relations publiques
• Lancement de produits
• Prévention et gestion de crises
• Communication institutionnelle
• Etudes et analyses médias
• Formation à la communication
• Media training
• Evénements

Effectif permanent 2003 en France :
17

Nos secteurs d’intervention clés :
• Finance, banques, assurances
• Biens de consommation et styles de vie
• Sciences de la vie 

Akzo Nobel 
Baracoda 
Carré Sénart 
CASIO France 
Catalyst Capital 
CGI 
EPA Sénart 
Esselte 
Gazeley 
 Les Quatre Temps 
Marseille Euroméditerranée 
Mirabaud Gestion 
Mobile 365 
NEC Display Solutions 
Swiss Life 
5àSec  
• Industrie de biens d’équipement
• Gouvernement, Administration, ONG
• T.I.M.E. (Technologies,IT, Multimedia, Entertainment/loisirs)
• Energie et environnement
• Transport et logistique

le groupe Huntsworth plc, société holding, spécialisée en relations publiques et cotée à la bourse de Londres.
haward communication

"
727161-7033-1210,Al Jazeera Children's Channel,,,,+9744824333 ,,,
727308-7034-13106,Litmus Medical Marketing & Education (Chandler Chicco Companies),London,,WC2H 8AL,44 (0) 207 632 1800,http://www.litmus-mme.com/,,
727322-5754-13193,Tangerine Confectionery,England - London,,, 01253 761201,,,
727374-5207-12199,AGB Nielsen Media Research,,,6900,01344 469100 ,http://www.agbnielsen.net/default.asp,,"Description: Television, in nearly every country around the world, has become the dominant medium for information, commercial communication and entertainment. This has led to the ever-increasing desire by broadcasters, advertisers and advertising agencies to have accurate, consistent and detailed information about TV audiences.

TAM (Television Audience Measurement) is the specialised branch of media research, dedicated to quantifying (size) and qualifying (characteristics) this detailed television audience information.
"
727376-1524-7222,Creative Consortium,England - London,,SW14 7NJ,02083925050,http://www.creative.uk.com/,,
727472-4739-1237,Publicis Singapore,Singapore,,079907 ,65 6732 3212,,,
727479-5103-12216,Digitas LBi UK,UK,UA,,0207 063 6465 ,,,
72749/148,"Right click, enter name 17",,,,,,,
727547-2002-10180,Navigant,England - London,,EC2V 5HA,0207 469 1111,,,
727683-9987-10116,La Matrice,France - Paris,,,,,,
727854-5697-12216,Trimedia Harrison Cowley,England - London,,,020 7025 7500,,,
727934-3993-13112,Secret Sales,England - London,,,,,,
727984-9286-15190,J2*,England - UK,UA,W1B 4BR,44(0)2084217444,http://www.j2.net,,
728254-3930-1678,Pressidium,"London, United Kingdom",,,,,,
728403-3334-15119,RICHEMONT FRANCE,France,,/,/,,,
728465-7387-13197,Air Energi,England - London,,,+44 (0) 20 346 38710,,,
728592-7247-13246,OptumHealth,United States,US,MN 55427,(866) 427-6845,,,
728621-3304-1268,Apris,,,,,,,
728666-2069-773,London Business school,,,,+4402 070 007000,,,
728841-3005-631,Westaff,,,TN23 1LE ,01233 621166,http://www.westaff.co.uk/,,
728938-9486-9236,CRM Services,France,,92300,01 57 64 12 72,,,
728945-2644-12279,Agenda 21,,,,02070360700,,,
728956-9775-11144,Inkling,England - London,,,07931 717 415,,,
729087-4009-850,Clarke Mulder Purdie,,,SE1 9PG,0207 401 8001,http://www.cmpcommunications.com/CMP.nsf/links/home,,"Description: Latest: web 2.0 seminar now available as a podcast and download here

At Clarke Mulder Purdie we believe that good public relations relies on being well connected to the big issues affecting our clients. This belief lies at the heart of all we do. Through our leadership panel - hothouse - we work with some of Europe's leading experts from across business, media, government and technology.

We specialise in delivering high-impact and creative media relations and thought leadership campaigns that deliver results. Results that support commercial goals. 

In the corporate communications and B2B sector, creativity is sometimes in short supply. We set out to change this. Our well connected approach means all our clients benefit from the robust thinking they expect from large international agencies with the results-oriented approach they expect from smaller boutiques. This combination allows us to continually deliver creative campaigns that capture the imagination of the people that matter.
            

Our role is to support companies through business development and change. The following are outlines of just some of the services we provide to achieve this:

developing successful strategies



hothouse

thought leadership and content generation

messaging workshop

market / competitor positioning

issues and crisis management

corporate social responsibility

implementation that delivers results


media relations 

analyst relations

speaker opportunity targeting

speech writing and speaker rehearsal

media training 

Our clients come to us with many different and challenging briefs. What we promise each of them is that we will work with them to develop communications strategies based on robust thinking and solid implementation. Below is just a small selection of some of our client work.



market repositioning

thought leadership

company launch

targeted media relations

issues management

self-publishing as a communications vehicle

Our clients include the following:


Amadeus

DataFlux

Cicero Networks

Colubris Networks

Constructing Excellence

Peter Cochrane

The Collaborative Working Centre

Imago

Norfolk Constabulary

3i 

"
729088-2087-6131,BABCOCK INTERNATIONAL GROUP,,,W1G OPX,(0)20 7291 5000,www.babcock.co.uk/,,
729114-8788-849,Hotcow,,,W1D 3BP,0207 503 0442,,,
729148-9094-13183,EMC Beijing,China - China,CN,100027,400-650-6006,,,
729426-8358-7222,BioMarin Europe,,,,,http://www.biomarinpharm.com/business-europe.shtml,,
729450-1773-7215,Metronet,,,,,http://www.metronet.com/,,
729483-5130-14339,ID-Beauty,France - France,FR,75008,+33140690440,,,
729500-9594-13127,PagesJaunes,Paris,,,+330146233000,www.pagesjaunes.fr,,
729515-9635-1393,Gulfstream Communication,Paris,,75 008,01 72 00 24 40,,,"Description: GULF STREAM COMMUNICATION 

Gulfstream Communication, agence conseil en communication globale, recrute un(e) responsable de clientèle Relations Publiques (H/F)
Description du poste
Vous aurez pour mission la gestion et le suivi de plusieurs budgets de l’agence. Missions : • Gestion d’un portefeuille de clients ainsi que des ressources qui y sont associées
• Rôle moteur dans le pilotage des clients pour lesquels le responsable de clientèle prend en charge des missions de conseil, de mise en oeuvre, de coordination et de supervision
• Participation active au développement commercial de l’agence
• Très forte autonomie dans la gestion des projets et des équipes 
Profil recherché

• Expérience de 5 ans minimum en agence de relations publiques requise
• Votre sens de la rigueur est réel et s’exprime dans vos capacités d’organisation
• Bonne connaissance et expérience dans le secteur agro-alimentaire
• Excellente capacité rédactionnelle et relationnelle
• Autonomie, leadership et esprit d’équipe

Poste basé à Paris Merci d’envoyer votre candidature accompagnée de votre CV et d’une lettre de motivation par mail en cliquant sur les liens ci-dessous



"
729956-4152-5111,McDonald's,,,N2 8AW,0208 700 7000,http://www.mcdonalds.co.uk,,
729966-3983-816,Quatro PR,England - London,,EC1V 9AB,0207 566 7979,http://www.quatro-pr.co.uk/index.htm,,"Description: Quatro was founded by Paul Dimoldenberg, Gary Pleasants, Louise Rodgers and Rob Fellows.

Quatro provides a specialist public affairs and public relations service to support and add value to some of the UK’s leading flagship property, development, regeneration and energy projects.

Quatro is run by an established team of leading public relations consultants providing a wealth of experience from the property, development, regeneration and energy sectors.

Quatro operates nationwide from offices in central London and King Street, Manchester 
and has affiliates in Scotland 
and Wales.


Property:
Quatro brings together individuals with a wide range 
of specialist skills, hands-on experience and 
contacts - all gained within the property, planning 
and regeneration sector. 
Our services include:

Political and stakeholder audits
Public consultation programmes
Public affairs management
Brand positioning and marketing 
Media relations 


Energy:
Quatro provides specialist public affairs and community relations for energy developments such as wind farms by using our unrivalled mix of skills, industry contacts, experience and knowledge to support energy projects through the planning and DTI processes.

Hotel: 
Quatro’s hotel team includes professionals with experience in journalism, international hotel management and property marketing. We understand the needs of the hotel investor, hospitality business and travel and lifestyle media.


Clients:

Althoff Hotels & Residences
Arrowcroft Group plc
AXA Real Estate Investment Managers
Colonnade Group
Dukelease Properties
Ebury Securities
Exemplar Properties
Cadenza Group
Edward Holdings
Express by Holiday Inn
The g hotel, Galway 
The Rockwell 
Gamesa
George Wimpey
Gleeson Land Ltd
Grand Hotel Bellevue, Gstaad
Hermes Property Asset Management
Horton’s Estate
Hotel des Academies et des Arts, Paris
Hyde Housing Association
Imperial College London
Infinis Leaside Regeneration
Legal & General Investment Management
Les Trois Rois, Basel
London Borough of Croydon
Metro Shopping Fund LLP
Nuon Renewables
Parabola Land
Redhill Aerodrome Ventures Ltd
Redrow Homes
The Rockwell Hotel, London
Ropemaker Properties
Royalton
Signature Senior Lifestyle
Stockland Halladale
UNISON
Urban Initiatives 
Waste Recycling Group
Watford Health Campus
White City Landowners
Wood Wharf Partnership

"
729972-8428-11166,Edelman (Singapore),,,,+65 6733 1110,,,
730014-9242-1534,HighCo SHOPPER,France - France,FR,75427,+33177756500,,,
730026-3258-793,Man bites dog,,,BN3 6AE,08445611416,http://www.manbitesdog.biz/,,
730044-7725-7107,Karakter,,,,0207 553 9020,http://www.karakter.co.uk/,,
730111-8016-16335,NOW:  Pensions,England,,EC2M 4LX,+44 (0) 330 100 3334,,,
730143-9665-12278,Red C Marketing,England,,M50 3YL,0161 872 1361 ,,,
730152-3512-16343,Lunar Gravity,Belgium - Belgium,BE,2060,0032472387635,,,
730208-4087-13246,CareTech,USA - East - USA,US,MI48084,877-700-8324.,,,
730225-5979-13196,ERM,,,,,,,
730270-8339-1290,Initiative Media (Cairo),Egypt,,,+20233440214,,,
730327-2239-13184,Brandmovers,,,,02076362303,,,"Description: Digital Engagement Agency
"
730342-1140-1690,Wicross,France - France,FR,75016,+33982532831,http://www.wicross.com/,,
730386-6307-8127,LogWithme,,,75116,+331 42 12 20 00,www.logwithmw.com,,
730452-9602-1275,Karmarama,,,,0203 301 2000,,,
730460-9029-894,FK3,,,SE1 7SJ,020 74632011,http://www.fk3.biz/,,"Description: Full services Marketing Company
Does Branding management, advertising, marketing,design, 
"
730507-5546-1082,Vibe PR and Marketing,,,CF23 7HA,029 2073 3526,http://www.vibemail.co.uk/,,
730537-6945-7351,Marival Marketing,England - London,,SW8 1GA,0207 735 1155,www.marival.co.uk,,
730538-3486-7220,Astellas Europe,,,,,http://www.astellas-europe.co.uk/about/astellas_europe.html,,
730559-2090-5188,Lehmann Communications,,,EC3N 3EH,020 7266 3020,www.lehmanncommunications.com,,"Description: Lehman Communications
Lloyds Avenue House, Lloyds Avenue, London, EC3N 3EH

Company Background
Founded in 1988, Lehmann Communications is an award-winning marketing, public relations, design and training consultancy specialising in corporate, financial, professional services and consumer clients.

Their distinctive capability is to obtain media placements in specialist, regional, national and international publications, radio and television.

They have Strategic alliances with companies in America, South Africa and South East Asia. – (Jaffe Associates, Envisage, Integral PR), therefore offer an international reach.

The Public Relations department specialise in crisis management, financial PR, Investor relations, internal communications and public affairs.

35+ employees worldwide.  

Chief Executive: Ronel Lehmann

Services
Full service consultancy dedicated to helping clients to raise their profile in a competitive market. Its services include:
Strategic marketing advice, Public relations, Litigation support, Crisis communications, Media training, Corporate identity review, Design of collateral materials, Website development, Advertising and copywriting, Event management, New business and pitch training.
Success stories


Clients
An impressive, endless list of clients including American Airlines, Barclays, Virgin Atlantic Airlines and the Government of Japan.  

In the news
They haven’t been since 2006!

"
730603-2722-1428,Discovery Networks International,England,,,,,,
730604-2800-1114,Sticky Ads TV,France - Paris,,,,,,
730621-3724-11238,Impact Proximity,United Arab Emirates,,,+971 4330 4010,,com_Winners-of-Middle-East-PR-Awards-2015 (1).docx,
730681-1207-16190,DOTSCREEN,France - /,,/,/,,,
730716-9818-12216,RLM Finsbury,England - London,,,020 7251 3801,,,
730731-7159-13259,Advanstar Communications,,,90404,,http://www.advanstar.com/,,
730800-3611-7170,Trigen,,,,,http://www.trigen.co.uk,,
730880-3702-8336,Sparkler,England - London,,W1T 3NQ,020 7079 9555,www.sparkler.co.uk,,"Description: - Sparkler is a consumer insight and brand strategy consultancy.

- We work with a host of blue chip clients including the BBC, Sony, Sainsbury’s, Kraft, Microsoft, LOVEFiLM, Nokia, eBay and Universal Music. And have just been announced winners of the 2011 MRS Best Agency award.

- Our expertise lies in understanding the fast-evolving interplay between consumers, digital media and brands; and helping our clients develop strategies for success. We call this ‘3D thinking’.

- Market research, both qualitative and quantitative, is the start point for much of our work, providing the platform for projects including brand and business development, brand positioning, marketing strategy, communications strategy and creative development.

- We are constantly innovating - finding new ways of engaging and involving consumers; harnessing the potential of emerging digital technologies; and using design via SparklerStudio to bring findings to life.

"
730919-7365-13193,TTG,England - London,,,,,,
730940-9578-1678,Nomnom App,"London, Greater London, United Kingdom",,,,,,
730976-8003-12279,Blackjack,,,,44 208 742 5800,,,
730977-9317-9202,B2L Public Affairs,,,SW1W 0SR,02075921200,www.b2lpublicaffairs.com,,"Description: Small Agency consisting of:

Natasha Thomas
Phil Murphy
Andrew Mildren

Clients:

Nuance
Corporate IT Forum
Sharp
"
731012-7123-1015,Creativ-Ceutical,,,,,,,
731084-8228-13192,Genuine Solutions,England,,ST16 3HS,01785 227 253 ,,,
731141-2919-1622,Labelium,France - /,,/,/,,,
731176-8301-13197,Shop Direct Group,,,, 0844 822 800,,,
