company-externalId,company-name,company-locationName,company-locationAddress,company-locationCity,company-locationState,company-locationCountry,company-locationZipCode,company-phone,company-fax,company-website,company-document,company-note
1736,"Yoma Yarzar Manufacturing Co.,Ltd","Yoma Yarzar Manufacturing Co.,Ltd-Myanmar","Yoma Yarzar Manufacturing Co.,Ltd-Myanmar",Yangon,,MM,,(+95) 1240262,,http://www.myanmaryp.com/company/53628/Yoma_Yarzar_Manufacturing_Co_Ltd,,"BH Company ID:1736
Date Added: 06-15-2015
Company Description:Yoma Yarzar Manufacturing Co.,Ltd. is located in 380(Rm 603~5), 6th Flr, Bogyoke Aung San Rd., Ward (5), PBDN, Myanmar. Company is working in General business business activities. - See more at: http://www.myanmaryp.com/company/53628/Yoma_Yarzar_Manufacturing_Co_Ltd#sthash.E6AzgRB5.dpuf
Status: Active
"
1737,Hino Service Station,Hino Service Station-United States,Hino Service Station-United States,,,US,,(+95) 1684602,,http://www.mmbiztoday.com/articles/hino-opens-service-centres-pushes-trucks-myanmar,,"BH Company ID:1737
Date Added: 06-15-2015
Company Description:Japanese truck maker Hino Motors has opened two service centres in Yangon and Mandalay.

Takahiko Taniyama, managing director of Summit SPA Motors Limited, said that most of the Hino vehicles in Myanmar are old and require maintenance, so mechanical maintenance will be provided initially followed by cosmetic maintenance.

Hino is currently working to import their products directly to Myanmar.

Transport minister U Aung Khin said, “Hino vehicles are widely used in Myanmar in military, trade and transportation sectors. The locals may acquire technical knowledge and employment opportunities because the service centres will provide service in accordance with Japanese standards. Furthermore, it is more beneficial for us as the spare parts can be available locally.”

The service centres will use Japanese technology and local employees will be sent to Japan to improve their competence and technical skills, Takahiko said. Japanese technicians will also come to Myanmar and provide trainings three times a year, he added.

In addition to Yangon and Mandalay, services will be provided to rural and remote locations, the company said. The workforce currently consists of 27 people in Yangon and 10 in Mandalay.

The site in Yangon covers around 12,000 square metres, making it one of the largest service centres for commercial vehicles in the country. It is a 60-40 joint venture between Japanese trading house Sumitomo and local conglomerate Surge Pun and Associates (SPA). Several hundred million yen will be invested in the site, according to Japanese media reports.

Myanmar started importing Hino vehicles, mainly container trucks and buses, back in 1954. Together with the government, manufacturing facilities were set up in Htonebo town in Bago region and Yangon in 1965, and manufacturing continued until 1989. The company sold over 20,000 vehicles over the last 30 years.
Status: Active
"
1738,"Northern Island Co., Ltd","Northern Island Co., Ltd-Myanmar","Northern Island Co., Ltd-Myanmar",Yangon,,MM,,(+95) 1240373,,https://www.linkedin.com/company/northern-island-ltd,,"BH Company ID:1738
Date Added: 06-15-2015
Company Description:NORTHERN ISLAND LTD is an Information Technology and Services company located in 1 INISHANIER WHITEROCK, KILLINCHY, United Kingdom.
Status: Active
"
1739,Agriculture Group,Agriculture Group-Myanmar,Agriculture Group-Myanmar,Yangon,,MM,,(+95) 164427,,,,"BH Company ID:1739
Date Added: 06-15-2015
Status: Active
"
1740,Myanmar Agri - Tech Ltd,Myanmar Agri - Tech Ltd-Myanmar,Myanmar Agri - Tech Ltd-Myanmar,Yangon,,MM,,(+95) 1240383,,http://fmi.com.mm/myanmar-agri-tech/,,"BH Company ID:1740
Date Added: 06-15-2015
Company Description:Myanmar Agri-Tech Ltd. (MAGT) was established in 2006, and is the flagship company in FMI’s Agriculture Division. Along with Yoma Strategic Holdings, FMI manages 100,000 acres of arable land in the Maw Tin Estate, near Pathein in the Ayeywarwaddy Division. In the past, MAGT has planted a variety of crops in Maw Tin including black pepper, but has recently shifted its focus to coffee.

With the help of ED&F Man Holdings Ltd., a global commodities firm, MAGT plans to plant and produce lowland Robusta coffee at Maw Tin. MAGT, working in conjunction with its partners, will plant a total of 3,700 acres of coffee. As ED&F Man has an extensive global network, it will buy the entire production of coffee each year, making this an exciting project for MAGT.
Status: Active
"
1741,MAGT,MAGT-Myanmar,MAGT-Myanmar,Yangon,,MM,,(+95) 1240262,,,,"BH Company ID:1741
Date Added: 06-15-2015
Status: Active
"
1742,NEEM Project,NEEM Project-Myanmar,NEEM Project-Myanmar,,,MM,,,,,,"BH Company ID:1742
Date Added: 06-15-2015
Status: Active
"
1743,FMI Air Ltd,FMI Air Ltd-Myanmar,FMI Air Ltd-Myanmar,Yangon,,MM,,(+95) 1240383,,http://fmi.com.mm/fmi-air/,,"BH Company ID:1743
Date Added: 06-15-2015
Status: Active
Company Overview: Since its maiden flight in September 2012, FMI Air has been operating daily flights from Yangon to Naypyitaw. Upon arrival at Naypyitaw International Airport, FMI Air passengers can also take advantage of its chauffer-driven limousine service.

Beyond this daily service, FMI Air also provides private charters to other destinations within Myanmar, and has concentrated its efforts in providing a convenient and high quality customer-focused service to its passengers that has been well received in the market.

Riding on the initial success of the operation, FMI Air was granted a provisional Air Operators Certificate (AOC) in July 2013 to upgrade from a charter airline to a full commercial airline. The future of the airline is bright, as it has been actively expanding its operations in anticipation of becoming the country’s leading private airline. For more information on FMI Air, please see its website at www.fmiair.com
"
1744,JJ-Pun,JJ-Pun-Myanmar,JJ-Pun-Myanmar,Yangon,,MM,,(+95) 1248061,,http://www.jj-pun.com/doc/AboutUs,,"BH Company ID:1744
Date Added: 06-15-2015
Status: Active
Company Overview: What we do 

JJ-Pun connects technology partners from all over the globe with local customers, providing top quality products and facilitating sustainable growth in the local market.
 
Founded in 2011, JJ-Pun is a joint venture between Jebsen & Jessen (SEA) and Serge Pun & Associates, operating in Myanmar. An industrial enterprise, our business spans manufacturing, engineering and distribution activities. Our core business units include: Agrochemicals, Cable Technology, Chemicals, Communications, Construction Materials, Healthcare, Lighting Solutions, Material Handling, Pumps and Turf & Irrigation.
 
Our company is run on the principle of doing good business, acting with integrity and respecting the people we serve, our staff and the wider community. JJ-Pun is supported by our parent companies widespread networks, a highly successful organisational environment and a state-of-the-art regional infrastructure. This enables us to always look forward to new business opportunities in the ever-evolving market of Myanmar.
 
Company facts
- Myanmar focused engineering, manufacturing and distribution company.
- Ten-nationwide business units with market leading positions.
- Staff strength: 100 employees.
- Strong ties to world renowned international suppliers.
- Supported by a SG$30m regional IT infrastructure.
 
  
"
1745,FMI Company Limited,FMI Company Limited-Myanmar,FMI Company Limited-Myanmar,Yangon,,MM,,(+95) 1240363,,,,"BH Company ID:1745
Date Added: 06-15-2015
Company Description:First Myanmar Investment Co., Ltd. (FMI) is a diversified conglomerate and one of Myanmar's largest public companies. FMI has been actively investing in Myanmar for over 20 years and has formed joint ventures with some of the world's largest companies.
Status: Archive
"
1746,Mitsubishi Elevators,Mitsubishi Elevators-Japan,Mitsubishi Elevators-Japan,Tokyo,,JP,,(+81) 332182111,,http://www.mitsubishielectric.com/contact/index.html,,"BH Company ID:1746
Date Added: 06-15-2015
Status: Active
Company Overview: About Mitsubishi Electric
Mitsubishi Electric is one of the world's leading names in the manufacture and sales of electrical and electronic products and systems used in a broad range of fields and applications. As a global, leading green company, we're applying our technologies to contribute to society and daily life around the world.
"
1747,Pun Hlaing Hospital,Pun Hlaing Hospital-Myanmar,Pun Hlaing Hospital-Myanmar,Yangon,,MM,, (+95) 1684323,,https://plus.google.com/107932262474419004427/about?gl=mm&hl=my,,"BH Company ID:1747
Date Added: 06-15-2015
Status: Active
"
1748,Luxury Travel and Tourism Division,Luxury Travel and Tourism Division-Myanmar,Luxury Travel and Tourism Division-Myanmar,Yangon,,MM,,(+95) 1240363,,http://www.spa-myanmar.com/news&events/press-releases/YSH_20130319.pdf,,"BH Company ID:1748
Date Added: 06-15-2015
Status: Active
"
1749,Eastern Safaris Pte Ltd,Eastern Safaris Pte Ltd-Myanmar,Eastern Safaris Pte Ltd-Myanmar,Yangon,,MM,,(+95) 1652809,,,,"BH Company ID:1749
Date Added: 06-15-2015
Company Description:Eastern Safaris Pte. Ltd. provides adventure tours in Myanmar and Bhutan. It offers hot air ballooning services, as well as wilderness lodges in various destinations. Eastern Safaris Pte. Ltd. is based in Yangon, Myanmar. As of June 1, 2013, Eastern Safaris Pte. Ltd. operates as a subsidiary of Yoma Strategic Holdings Ltd.
Status: Qualified Lead
"
1750,FMI Syndications Ltd,FMI Syndications Ltd-Myanmar,FMI Syndications Ltd-Myanmar,Yangon,,MM,,(+95) 1240363,,,,"BH Company ID:1750
Date Added: 06-15-2015
Status: Archive
Company Overview: First Myanmar Investment Co., Ltd. (FMI) is a diversified conglomerate and one of Myanmar's largest public companies. FMI has been actively investing in Myanmar for over 20 years and has formed joint ventures with some of the world's largest companies.
"
1751,Mizzima Media,Mizzima Media-Myanmar,Mizzima Media-Myanmar,Yangon,,MM,, (+95) 1558675,,http://mizzima.com/,,"BH Company ID:1751
Date Added: 06-15-2015
Status: Archive
"
1752,Myanmar Dairy Nutrition Company Limited,Myanmar Dairy Nutrition Company Limited-Myanmar,Myanmar Dairy Nutrition Company Limited-Myanmar,Yangon,,MM,,,,https://opencorporates.com/companies/mm/4899-2013-2014,,"BH Company ID:1752
Date Added: 06-15-2015
Status: Qualified Lead
"
1753,Pun Hlaing Golf Club,Pun Hlaing Golf Estate Avenue Hlaing Tha,Pun Hlaing Golf Estate Avenue Hlaing Tha,Yangon,,MM,,(+95) 1684030,,http://www.punhlainggolfestate.com/recreation,,"BH Company ID:1753
Address 2: Yar Township
Date Added: 06-15-2015
Status: Archive
Ownership: Private
Company Overview: Corporate Profile
The Pun Hlaing Golf Estate was founded in 1997 by a joint venture of SPA/FMI group companies and the Department of Human Settlement and Housing Development (DHSHD), with a vision to develop a magnificent golf course with a gated community to enjoy secure lifestyle of the finest international standard. The Executive Board was established in 2001 with a team of experts that manages the development from all perspectives: finance, legal, construction, golf & country club operations, sales and marketing.

OUR MISSION
Our Pun Hlaing Golf Estate development provides exceptional value in your investment and a desirable way of living that makes us so unique. We will achieve corporate aims and objectives with focus on our core values: Customers, Quality, Learning, Team, Loyalty, Innovation and Accountability. Today, Pun Hlaing Golf Estate benefits from a lifestyle comparable to the finest residential golf estates around Asia, providing three main key elements most buyers are looking for in any successful gated community: security; seclusion, and prestige. Our team of professional, motivated and passionate team members at Pun Hlaing Golf Estate is loyal to our brand and culture which will make us the most successful golf course property development in Asia.

Benefits of Living in Pun Hlaing Golf Estate

Our PHGE was launched in October 2000, 331 properties sold by late 2012 and 241 families were resident on the Estate, including many foreign tenants renting our investment properties.
Over eighty percent of Pun Hlaing’s residential communities are foreigners, including nationals and diplomats from fifteen countries: Switzerland, Germany, United Kingdom, USA, Canada, Brazil, Australia, Sweden, Hong Kong, Thailand, Indonesia, Malaysia, Japan, Korea and Singapore.
The 18-hole Pun Hlaing Golf course built around 18 lakes is set between two rivers, and has over 3,000 golfers playing every month.
The Pun Hlaing Country Club compliments the Golf club with family and sports facilities: members benefit from grand tennis courts; a free form swimming pool; the Oasis Bistro, the Oasis Spa and foot massage service, the Beauty Saloon, and a fully equipped fitness gymnasium.
Pun Hlaing’s residents benefit from a secure, healthy and pollution free environment within easy reach of downtown Yangon, 8 miles away.
The Pun Hlaing Hospital, opened in May 2005, offers international standard healthcare and serves both estate residents and out-patients.
Yangon International School opened in August 2010 and is located on the 16 acre Pun Hlaing Golf Estate campus. The school serves pre-schoolers for three year olds through Grade two. It has an American curriculum with American and Canadian certified teachers.
"
1754,Thanlyin Estate Development,Thanlyin Estate Development-Myanmar,Thanlyin Estate Development-Myanmar,Yangon,,MM,,(+95) 1240363,,http://fmi.com.mm/thanlyin-estate-development/,,"BH Company ID:1754
Date Added: 06-15-2015
Status: Active
Company Overview: Thanylin Estate Development Co., Ltd. is responsible for the development of the Star City project in Thanlyin. Star City is one of FMI’s most important projects. Star City sits on 135 acres on the edge of Yangon. When the development is completed it will have over 9,000 high quality residential units and 1.7 million square feet of commercial and retail facilities, a riverside promenade, ferry terminal and comprehensive sporting facilities adjoined to the 9-hole Pun Hlaing Links Golf Course.

Currently, preparations are underway for the construction of five apartment buildings in Zone B with the engagement of one of the world’s largest construction companies, Bouygues Bâtiment International. These new units will once again set the bar for quality in Myanmar’s real estate sector. To learn more about Star City, please its websites at www.starcityyangon.com | www.galaxytowersyangon.com
"
1755,Landmark Project,Landmark Project-Myanmar,Landmark Project-Myanmar,Yangon,,MM,,(+95) 1240373,,http://www.mmtimes.com/index.php/business/property-news/3452-spa-yoma-strategic-unveil-landmark-proj,,"BH Company ID:1755
Date Added: 06-15-2015
Status: Active
"
1756,SPAPM,SPAPM-Myanmar,SPAPM-Myanmar,Yangon,,MM,,(+95) 1240373,,,,"BH Company ID:1756
Date Added: 06-15-2015
Status: Archive
"
1757,SPA,SPA-Myanmar,SPA-Myanmar,Yangon,,MM,,(+95) 1240363,,,,"BH Company ID:1757
Date Added: 06-15-2015
Status: Archive
"
1760,"Certain Mineral Exploration Mining Co.,Ltd","Certain Mineral Exploration Mining Co.,Ltd-Myanmar","Certain Mineral Exploration Mining Co.,Ltd-Myanmar",Yangon,,MM,,(+95) 949275900,,,,"BH Company ID:1760
Date Added: 06-15-2015
Status: Active
"
1761,Electricity Supply Enterprise Ministry of Electric Power,Electricity Supply Enterprise Ministry of Electric Power-Myanmar,Electricity Supply Enterprise Ministry of Electric Power-Myanmar,Naypyitaw,,MM,,(+95) 67 403538,,http://www.moep.gov.mm/,,"BH Company ID:1761
Date Added: 06-15-2015
Status: Active
"
1762,Sea Lion Company Limited,181 Bo Myat Tun Street Botataung,181 Bo Myat Tun Street Botataung,Yangon,,MM,,(+95) 1202120,,http://www.sealionmyanmar.com/,,"BH Company ID:1762
Date Added: 06-15-2015
Status: Active
Ownership: Private
"
1763,Institute For International Development Consulting,Institute For International Development Consulting-Myanmar,Institute For International Development Consulting-Myanmar,Yangon,,MM,,(+95) 1534500,,http://www.iid.org/,,"BH Company ID:1763
Date Added: 06-15-2015
Status: Qualified Lead
Company Overview: The Institute for International Development (IID) is an organisation with two main avenues of endeavour: 

1) Provision of professional consulting services for international development agencies and finance institutions, bilateral agencies, national governments and the private sector - IID Consulting.

2) Operation of the IID Fund through which its members invest in research, publishing and other activities in areas of interest including professional development.  

Since its founding in 1993, IID has carried out over 100 studies and projects in Asia and in Australia funded by national and international donors, including AusAID, the Asian Development Bank, the World Bank, United Nations agencies and various Government agencies and private clients.

IID is dedicated to promoting sustainable development based on innovative and participatory approaches, which is also reflected in its own development fund and technical research areas. 

IID maintains a professional network within Australia and in Asia, It currently has branch offices in Manila in the Philippines and Yangon  in Myanmar, it also has liaison offices in Canberra, Brisbane and Ulaan Baatar in Mongolia.

"
1764,DFDL Myanmar Limited  1,DFDL Myanmar Limited -Myanmar,DFDL Myanmar Limited -Myanmar,Yangon,,MM,,(+95) 1526180,,http://www.dfdl.com/locations/myanmar,,"BH Company ID:1764
Date Added: 06-15-2015
Status: Archive
Company Overview: DFDL provides a full range of legal and tax services to foreign and local investors operating in Myanmar. Our team of more than 30 experienced local lawyers and foreign legal advisers in Yangon and Naypyidaw provides efficient, effective and practical legal services at an international standard, coupled with a high level of personal in-depth knowledge of the local environment.  James Finch, the partner in charge of our Myanmar practice has been living in Yangon and advising on transactions in Myanmar since 1996.

Founded in 1995, DFDL is one of the oldest foreign legal and tax firms in Myanmar.  DFDL is best placed to advise Asian and international companies on their investments in Myanmar.

For further information on DFDL in Myanmar:
"
1765,South Asia Law,"8/F Unit 8D No.65, Corner of Sule Pagoda","8/F Unit 8D No.65, Corner of Sule Pagoda",Yangon,,MM,,(+95) 1248164,,http://www.southasia-law.com/,21-co-doc.pdf,"BH Company ID:1765
Date Added: 06-15-2015
Status: Active
No. of Employees: Contingent
Company Overview: The founding partners of South Asia Law have worked together since 1991 when they opened the Thailand office of Johnson Stokes & Master ""JSM"" in Bangkok.

Establishing South Asia Law in 2011 afforded these veteran partners a unique opportunity to adopt a business model which directly responds to the expectations of clients in this constantly changing legal market.

The reasoning is simple and involves giving clients what they precisely need in an efficient manner and at the right cost.
"
1766,Phyo and Paing Media Communications,Phyo and Paing Media Communications-Myanmar,Phyo and Paing Media Communications-Myanmar,Yangon,,MM,,(+95) 9421027567,,,,"BH Company ID:1766
Date Added: 06-15-2015
Status: Active
"
1767,Du Pont Myanmar Company Limited,Du Pont Myanmar Company Limited-Myanmar,Du Pont Myanmar Company Limited-Myanmar,Yangon,,MM,,(+95) 1544500,,http://www.amchammyanmar.com/ACCM/asp/corpdetail.asp?CorpID=2103,,"BH Company ID:1767
Date Added: 06-15-2015
Date Founded: 1802
Status: Active
Ownership: Private
Company Overview: DuPont is a science-powered innovation company. Founded in 1802, DuPont puts science to work by creating sustainable solutions essential to a better, safer, healthier life for people everywhere. Operating in more than 90 countries, DuPont offers a wide range of innovative products and services for markets including agriculture and food, building and construction, communications, and energy. 
 
"
1768,Polastri Wint & Partners Legal Services Ltd,Polastri Wint & Partners Legal Services Ltd-Myanmar,Polastri Wint & Partners Legal Services Ltd-Myanmar,Yangon,,MM,,(+09) 420003004,,http://www.pwplegal.com/en,,"BH Company ID:1768
Date Added: 06-15-2015
Status: Active
Company Overview: WHAT WE DO

Polastri Wint and Partners deliver high quality legal and tax advice on the full range of commercial, financing and other matters that our clients face investing in Myanmar.  Our advisors are the most reputable and qualified professionals in Myanmar.  Our services are regarded as fast, precise and reliable.
"
1769,Myanmar Precious Resources Group,"Rm-101-302, Shwe Than Lwin Condo, New ","Rm-101-302, Shwe Than Lwin Condo, New ",Yangon,,MM,, (+95) 1554840,,http://www.mprg.com.mm/profile,,"BH Company ID:1769
Address 2: University Avenue, Ayeyeikthar St, Bahan
Date Added: 06-15-2015
Status: Active
Company Overview: Myanmar Precious Resources Group
MPRG is an Exploration and Mining Company in Myanmar. We are recruiting for the following vacancies.
"
1770,SPA Myanmar/YSH,SPA Myanmar/YSH-Myanmar,SPA Myanmar/YSH-Myanmar,Yangon,,MM,,(+95) 1240363,,http://www.yomastrategic.com/html/about_affi.php,,"BH Company ID:1770
Date Added: 06-15-2015
Status: Archive
Company Overview: Serge Pun & Associates and the First Myanmar Investment Company 

Serge Pun & Associates (Myanmar) Ltd. (SPA) was founded in 1991 by Serge Pun as an investment holding and operating company pursuing various key sectors including financial services, manufacturing, real estate development, trading and distribution, the service industry, automobile assembly and distribution, agriculture, hospitality and transportation.

Over the years, SPA has had dynamic growth and an impressive track record of successful businesses in Myanmar. Currently, there are 30 operating companies within SPA, which includes its flagship, First Myanmar Investment Co. Ltd. (FMI), a Myanmar Public Company.

SPA's foreign joint venture partners have included multinational corporations such as Nissan Motor Company, Suzuki Motor Company and Sumitomo Corporation of Japan, as well as international private investment companies and high net worth individuals from North America, Europe and Asia.

SPA employs more than 4,000 employees directly plus thousands more indirectly who are employed contractors working on its projects. In addition, it serves over 4,000 investors or shareholders in various investment companies and projects under its banner.

As affiliates of Yoma Strategic Holdings, SPA and FMI play important roles in furthering the Group's business interests in Myanmar through close working partnerships as well as provision of expansionary opportunities.

The following chart illustrates the affiliate structure and the business areas of SPA, FMI and YSH.
"
1771,Le Planteur Restaurant,80 University Avenue Bahan Township,80 University Avenue Bahan Township,Yangon,,MM,,(+95) 1514230,,http://www.tripadvisor.com/Restaurant_Review-g294191-d940343-Reviews-Le_Planteur-Yangon_Rangoon_Yang,,"BH Company ID:1771
Date Added: 06-15-2015
Status: Qualified Lead
Ownership: Private
"
1772,Deloitte Consulting Myanmar Ltd,Rm-107 1Building Corner Pyay Rd 8Mile,Rm-107 1Building Corner Pyay Rd 8Mile,Yangon,,MM,,(+959) 448015194,,http://www2.deloitte.com/global/en/pages/about-deloitte/articles/about-deloitte.html,,"BH Company ID:1772
Address 2: Junction Mayangone Township
Date Added: 06-15-2015
Status: Archive
Ownership: Private
Company Overview: “Deloitte” is the brand under which tens of thousands of dedicated professionals in independent firms throughout the world collaborate to provide audit, consulting, financial advisory, risk management, tax and related services to select clients.

These firms are members of Deloitte Touche Tohmatsu Limited, a UK private company limited by guarantee (“DTTL”). Each DTTL member firm provides services in particular geographic areas and is subject to the laws and professional regulations of the particular country or countries in which it operates. Each DTTL member firm is structured in accordance with national laws, regulations, customary practice, and other factors, and may secure the provision of professional services in its territory through subsidiaries, affiliates, and other related entities. Not every DTTL member firm provides all services, and certain services may not be available to attest clients under the rules and regulations of public accounting. DTTL and each DTTL member firm are legally separate and independent entities, which cannot obligate each other. DTTL and each DTTL member firm are liable only for their own acts and omissions, and not those of each other. DTTL (also referred to as “Deloitte Global”) does not provide services to clients.
"
1773,"Digicel, Myanmar Tower Company",Rm-301 3Floor Pearl Condominium Karbaaye,Rm-301 3Floor Pearl Condominium Karbaaye,Yangon,,MM,,(+95) 18604015,,http://www.mtc.com.mm/en/,,"BH Company ID:1773
Address 2: Pagoda Road Bahan Township
Date Added: 06-15-2015
Status: Archive
Ownership: Private
"
1774,Manhattan Chamber of Commerce 1,Manhattan Chamber of Commerce-United States,Manhattan Chamber of Commerce-United States,,,US,,(+212) 4797772,,http://www.manhattancc.org/,,"BH Company ID:1774
Date Added: 06-15-2015
Company Description:Manhattan Chamber of Commerce (MCC) is a vibrant business membership organization comprised of a cross section of 10,000 business members and subscribers ranging from sole proprietors to large corporations and multi-national firms. Connect with entrepreneurs, leaders and executives by becoming an MCC member today and help your business grow. Subscribe to our newsletter today!

Our mission is to advocate for, connect and educate the business community in Manhattan.
Status: Active
"
1775,Kandawgyi Palace,Kandawgyi Palace-Myanmar,Kandawgyi Palace-Myanmar,Yangon,,MM,,(+95) 1399 341-5,,http://www.kandawgyipalace-hotel.com/,,"BH Company ID:1775
Date Added: 06-15-2015
Status: Archive
Company Overview: The Kandawgyi Palace Hotel, Yangon situated in its privileged position on the shores of the tranquil Kandawgyi Lake (Royal Lake) and was originally opened in 1934 as the Rangoon Rowing Club.

Retaining the traditions of Myanmar architecture using local golden teak and modern conveniences blend with the beautiful environs of the lake, gardens and original old rainforest make our Hotel the preferred destination in Yangon, Myanmar for both discerning business travelers and tourists alike.
"
1776,Myanmarbureau,Myanmarbureau-Myanmar,Myanmarbureau-Myanmar,Yangon,,MM,,(+95) 9420186519,,http://myanmarbureau.com/,,"BH Company ID:1776
Date Added: 06-15-2015
Status: Active
Company Overview: Myanmar Bureau provides advisory and consultancy services to support responsible investment and business in Myanmar. We provide services for both local and international companies which include market entry, due diligence, compliance and corporate communications.

We strongly advocate transparency and sustainable business practices, working closely with our clients to find solutions that benefit all stakeholders. We have a particular emphasis on reputational risk and Corporate Social and Environmental Responsibility.

 
"
1777,JJ Pun (S) Pte Ltd,JJ Pun (S) Pte Ltd-Myanmar,JJ Pun (S) Pte Ltd-Myanmar,Yangon,,MM,,(+95) 12305135,,http://www.worldofchemicals.com/company/jj-pun-s-pte-ltd/21735.html,,"BH Company ID:1777
Date Added: 06-15-2015
Company Description:Jebsen & Jessen since 1963 have worked in partnerships with global market leaders, facilitating and capitalising on opportunities throughout South East Asia. As an industrial enterprise, its business spans manufacturing, engineering and distribution activities. The core business units include: Cable Technology, Chemicals, Communications, Life Sciences, Material Handling, Offshore, Packaging and Technology. Its state-of-the-art regional infrastructure facilitates cost-effective access to the diverse markets in South East Asia quickly and efficiently.

The company form part of a global family enterprise that dates back to a trading partnership formed in Hong Kong in 1895. Beyond the region the company are closely connected to a network of sister companies in Australia, Europe and Greater China. Built on an established distribution business, the company create solutions for its customers from its expansive portfolio of over 500 specialty chemicals and nutritional products. 

The product range includes Cuprous oxide, Aluminium Silicate, Paraformaldehyde, Titanium Dioxide, Decalin etc.

Status: Active
"
1778,Shwe Thein Than Services Company Limited,"212 76th Street Between 9th & 10th St,","212 76th Street Between 9th & 10th St,",,,MM,,(+2) 0991011854,,http://www.myanmaryp.com/company/16764/Shwe_Thein_Than,,"BH Company ID:1778
Address 2: Mandalay
Date Added: 06-15-2015
Status: Qualified Lead
Ownership: Private
Company Overview: Company is working in Industrial services business activities. - See more at: http://www.myanmaryp.com/company/16764/Shwe_Thein_Than#sthash.vQIQY4jJ.dpuf
"
1779,Destination Mandalay,Destination Mandalay-Myanmar,Destination Mandalay-Myanmar,Yangon,,MM,,(+95) 1524662,,http://www.destinationmandalay.com.mm/,,"BH Company ID:1779
Date Added: 06-15-2015
Status: Active
Company Overview: About Destination Mandalay Travel 
            Destination Mandalay Travels & Tours Company Limited was founded in 2004 and proudly regards as to be the best tour operator in Myanmar. We are 100 percent locally owned under registered licensed by the Ministry of Hotels and Tourism under license number KHA-1074 and also the member the Union of Myanmar Travel Association (UMTA).
Our Mission
             To provide every traveler the most enjoyable and sensational holiday experience with Destination Mandalay Travel. With our motivated is to provide the best service for traveler wants and what it takes to satisfy. “Seeing is Believing”, therefore we do invite you to come and join us for your pleasant and comfortable trip for Myanmar.  Read More ......
"
1783,The Republic of the Union of  Myanmar,The Republic of the Union of  Myanmar-Myanmar,The Republic of the Union of  Myanmar-Myanmar,Yangon,,MM,,(+202) 3324352,,http://www.mewashingtondc.com/home_en.php,,"BH Company ID:1783
Date Added: 06-15-2015
Status: Archive
"
1784,MPRL E&P Myanmar,MPRL E&P Myanmar-Myanmar,MPRL E&P Myanmar-Myanmar,Yangon,,MM,,(+95) 1521471-3,,http://www.mprlexp.com/,,"BH Company ID:1784
Date Added: 06-15-2015
Company Description:It gives me great pleasure to introduce you to MPRL E&P Pte Ltd. (MPRL E&P), an independent foreign-registered oil and gas exploration & production company. Since its establishment in 1996, MPRL E&P has amassed over a decade of experience and a solid proven track record within the oil and gas industry, as a result of which it is now the leading company in the onshore oil and gas exploration & production sector in Myanmar.
Status: Archive
"
1785,Ministry of Communications and Information Technology 1,Ministry of Communications and Information Technology-Myanmar,Ministry of Communications and Information Technology-Myanmar,Naypyitaw,,MM,,(+95) 67407158,,,,"BH Company ID:1785
Date Added: 06-15-2015
Status: Archive
"
1786,Myanmar's Net,Myanmar's Net-United States,Myanmar's Net-United States,,,US,,,,http://www.myanmars.net/,,"BH Company ID:1786
Date Added: 06-15-2015
Status: Active
Company Overview: Myanmar is located in southeast Asia between Thailand, China and India. Due to its rapid changes and openess, many see it as the next frontier of business opportunities. CNN and Lonely Planet chose Myanmar as the world's number 2 best destinations 2012. Being the 40th largest country and 25th most populated, Myanmar has so much room for growth. We, together with President U Thein Sein and Daw Aung San Suu Kyi, welcome you all with open arms to travel or to invest in Myanmar. View our slideshows.
"
1787,Van Den Bosch,79 Kyaukmyaung Street Tarmwe Township,79 Kyaukmyaung Street Tarmwe Township,Yangon,,MM,,(+31)0 413217 21,,https://www.vandenbosch.com/,,"BH Company ID:1787
Date Added: 06-15-2015
Status: Qualified Lead
Company Overview: Welcome to the world of Van den Bosch Transporten. This international logistic services provider transports liquid and dry bulk goods for both the food and non-food industry. With seven branches in Europe, Van den Bosch Transporten serves the global market. With 700 employees and an annual volume of almost 3 billion kilos of transported product, Van den Bosch Transporten is in the top 10 of bulk transporters in Europe. 4 basic values are the foundation for a progressive vision for the organization.see less
"
1788,Thomas Law LLC,Thomas Law LLC-United States,Thomas Law LLC-United States,,,US,,(+720) 3302805,,http://www.thomaslawllc.com/,,"BH Company ID:1788
Date Added: 06-15-2015
Status: Active
Ownership: Private
Company Overview: We are committed to providing exceptional legal services at a fair price.  We welcome alternative fee arrangements.

We are committed to responding quickly to client inquiries.  To encourage communication, we do not bill for routine phone calls or emails with clients.

We are committed to a results-oriented approach.  We strive to achieve results that are in the best interests of our clients, taking into account business, as well as legal, considerations.
"
